GEN_TP_FUELS_1	GEN_TP_FUELS_2	GEN_TP_FUELS_3	GenFuelUseRate
Greens_Bayou_73	8	NG	0.0
Baytown_Energy_Center	2	NG	7429.098924
Midlothian_1	1	NG	0.0
ExTex_La_Porte_Power_Station_AirPro_4	6	NG	0.0
Nueces_Bay_8	6	NG	0.0
Silas_Ray_9	5	NG	0.0
San_Jacinto_SES_CTG_1	3	NG	1092.54825
Houston_Area_LFG	4	Biogas	240.10000000000002
Houston_Area_LFG	3	Biogas	240.10000000000002
Fayette_Power_Project_3	2	Coal-Sub	0.0
Gregory_Power_Facility	4	NG	2821.19376
Sandow_U5	9	Coal-Lig	0.0
W_A_Parish_8	1	Coal-Sub	0.0
Hays_Energy_Facility_1	7	NG	6835.74696
J_K_Spruce_2	4	Coal-Sub	0.0
B_M_Davis_3	9	NG	5265.37629
Guadalupe_Generating_Station_1	2	NG	0.0
Sim_Gideon_2	7	NG	1458.1647
Pearsall_IC_Engine_Plant_C	8	NG	495.587026
Panda_Sherman	7	NG	0.0
B_M_Davis_3	5	NG	0.0
Mountain_Creek_6	4	NG	0.0
Bosque_County_CC_1	5	NG	0.0
Greenville_Powerlane_IC3	5	NG	0.0
Ray_Olinger_1	10	NG	0.0
Ferguson_Replacement	5	NG	3594.09
Sand_Hill_Energy_Center_GT_2	3	NG	0.0
Greens_Bayou_82	6	NG	0.0
Texas_Gulf_Sulphur_(New_Gulf)	4	NG	0.0
R_W_Miller_5	3	NG	0.0
Winchester_Power_Park_1	8	NG	0.0
Graham_1	1	NG	0.0
Mountain_Creek_8	3	NG	0.0
Cedar_Bayou_2	2	NG	7692.979
Colorado_Bend_Energy_Center_1	10	NG	1727.84645
Jack_County_Generation_Facility_2	5	NG	0.0
San_Miguel_1	10	Coal-Lig	0.0
Leon_Creek_Peaking_1	2	NG	0.0
Fayette_Power_Project_3	9	Coal-Sub	0.0
Gregory_Power_Facility	7	NG	2821.19376
Fayette_Power_Project_3	5	Coal-Sub	0.0
Guadalupe_Generating_Station_1	3	NG	7329.2338
ExxonMobil_Baytown_Refinery	10	NG	62.140891
Lamar_Power_Project_1	8	NG	0.0
Optim_Energy_Altura_Cogen	4	NG	1137.0478783070446
Powerlane_Plant_2	9	NG	0.0
Spencer_4	12	NG	0.0
South_Texas_U2	11	Uranium	13594.91
Ray_Olinger_1	11	NG	0.0
Greens_Bayou_5	10	NG	4993.660000000001
DeCordova_3	12	NG	0.0
Powerlane_Plant_2	11	NG	0.0
Twin_Oaks_1	9	Coal-Lig	0.0
W_A_Parish_7	10	Coal-Sub	0.0
Midlothian_2	8	NG	0.0
Ferguson_Replacement	8	NG	3594.09
ExTex_La_Porte_Power_Station_AirPro_2	10	NG	0.0
Permian_Basin_2	1	NG	0.0
Panda_Temple_II_STG	12	NG	0.0
Sim_Gideon_1	4	NG	1424.943
Sam_Rayburn_10	9	NG	0.0
Decker_Creek_G2	5	NG	0.0
Leon_Creek_Peaking_4	3	NG	454.848
Twin_Oaks_1	12	Coal-Lig	0.0
Nacogdoches_Power	12	Biomass	0.0
Pasadena_Cogeneration	12	NG	0.0
V_H_Braunig_1	12	NG	0.0
Leon_Creek_Peaking_1	1	NG	0.0
Permian_Basin_1	11	NG	0.0
Sand_Hill_Energy_Center_GT_7	4	NG	464.736
Twin_Oaks_2	1	Coal-Lig	0.0
Morgan_Creek_6	4	NG	0.0
R_W_Miller_4	2	NG	0.0
Johnson_County	1	NG	0.0
Sandow_U4	11	Coal-Lig	0.0
Nueces_Bay_8	10	NG	0.0
Rio_Nogales_1	8	NG	0.0
Colorado_Bend_Energy_Center_2	1	NG	1727.0855000000001
Panda_Temple_1	12	NG	0.0
Trinidad_6	6	NG	0.0
Gregory_Power_Facility	8	NG	2821.19376
Oak_Grove_SES_Unit_1	11	Coal-Lig	0.0
ExTex_La_Porte_Power_Station_AirPro_4	9	NG	0.0
Bryan_Atkins_7	4	NG	0.0
Monticello_U1	4	Coal-Sub	0.0
Oak_Grove_SES_Unit_2	9	Coal-Lig	0.0
T_H_Wharton_4	7	NG	2962.1040000000003
Wichita_Falls_Cogeneration_Plant	7	NG	0.0
Big_Brown_2	10	Coal-Sub	0.0
Ingleside_Cogeneration	12	NG	3827.2
Ferguson_Replacement	9	NG	3594.09
Decker_Creek_G3	5	NG	0.0
Austin_Area_LFG	2	Biogas	62.720000000000006
Greens_Bayou_81	8	NG	0.0
W_A_Parish_4	10	NG	0.0
Nacogdoches_Power	11	Biomass	0.0
W_A_Parish_Petra_Nova	1	NG	738.7420000000001
Decker_Creek_G4	11	NG	0.0
Spencer_5	9	NG	0.0
Handley_4	7	NG	0.0
Pearsall_3	5	NG	0.0
Jack_County_Generation_Facility_1	3	NG	0.0
Stryker_Creek_1	10	NG	0.0
Frontera_1	11	NG	3584.10236
Johnson_County	2	NG	0.0
Oak_Grove_SES_Unit_2	2	Coal-Lig	0.0
Tenaska_Gateway_Station	4	NG	0.0
San_Antonio_Area_LFG	9	Biogas	262.64000000000004
ExTex_La_Porte_Power_Station_AirPro_3	11	NG	0.0
Permian_Basin_3	4	NG	0.0
Colorado_Bend_Energy_Center_2	6	NG	715.4728825852943
Freestone_Energy_Center_1	6	NG	0.0
Handley_3	11	NG	0.0
Martin_Lake_3	5	Coal-Sub	0.0
R_W_Miller_1	3	NG	0.0
Sand_Hill_Energy_Center_GT_7	5	NG	464.736
Wichita_Falls_Cogeneration_Plant	6	NG	0.0
Lamar_Power_Project_1	4	NG	0.0
Ennis_Power_Station_1	10	NG	0.0
Ingleside_Cogeneration	3	NG	3827.2
Twin_Oaks_1	6	Coal-Lig	0.0
Tenaska_Kiamichi_Station_2	12	NG	0.0
Pearsall_IC_Engine_Plant_C	5	NG	495.587026
Big_Brown_2	5	Coal-Sub	0.0
V_H_Braunig_7	12	NG	474.91200000000003
R_W_Miller_2	5	NG	0.0
DeCordova_1	9	NG	0.0
Cedar_Bayou_2	5	NG	7692.979
W_A_Parish_Petra_Nova	2	NG	0.0
Gregory_Power_Facility	9	NG	2821.19376
Brazos_Valley_1	1	NG	4709.61456
Spencer_5	8	NG	0.0
Ray_Olinger_4	3	NG	0.0
Jack_County_Generation_Facility_1	4	NG	0.0
Greens_Bayou_82	1	NG	0.0
Texas_Gulf_Sulphur_(New_Gulf)	1	NG	0.0
Graham_1	6	NG	0.0
Sandow_U5	10	Coal-Lig	0.0
W_A_Parish_7	6	Coal-Sub	0.0
Frontera_1	10	NG	0.0
Graham_1	10	NG	0.0
Greens_Bayou_73	2	NG	0.0
Decker_Creek_G4	6	NG	0.0
DeCordova_4	12	NG	0.0
Colorado_Bend_Energy_Center_2	2	NG	0.0
Jack_County_Generation_Facility_2	8	NG	0.0
J_K_Spruce_1	4	Coal-Sub	0.0
San_Jacinto_SES_CTG_2	2	NG	1098.91647
Deer_Park_Energy_Center_1	6	NG	6961.78944
Pearsall_2	8	NG	319.0
Colorado_Bend_Energy_Center_1	7	NG	1727.84645
Powerlane_Plant_2	10	NG	0.0
San_Antonio_Area_LFG	3	Biogas	262.64000000000004
Greens_Bayou_5	12	NG	4993.660000000001
Guadalupe_Generating_Station_1	8	NG	7329.2338
O_W_Sommers_1	2	NG	5064.15
Sand_Hill_Energy_Center_GT_3	1	NG	0.0
Fayette_Power_Project_1	4	Coal-Sub	0.0
R_W_Miller_2	4	NG	0.0
Brazos_Valley_1	12	NG	0.0
Panda_Temple_II_CTG2	8	NG	0.0
DeCordova_4	1	NG	0.0
Channelview_Cogen_Plant	11	NG	5694.26655
DeCordova_3	1	NG	0.0
Monticello_U2	4	Coal-Lig	0.0
BP_Chemicals_Green_Lake_Plant	2	NG	92.0
T_H_Wharton_3	1	NG	3134.246
Midlothian_2	5	NG	0.0
W_A_Parish_4	6	NG	5897.227440000001
Graham_1	11	NG	0.0
Gibbons_Creek_1	3	Coal-Sub	0.0
Greens_Bayou_5	9	NG	0.0
Sim_Gideon_1	1	NG	1424.943
J_K_Spruce_1	10	Coal-Sub	0.0
T_H_Wharton_GT_51	2	NG	0.0
Jack_County_Generation_Facility_2	11	NG	0.0
V_H_Braunig_1	11	NG	0.0
T_H_Wharton_GT_55	12	NG	0.0
Lufkin_Biomass	10	Biomass	0.0
Pearsall_2	7	NG	319.0
Silas_Ray_10	11	NG	454.848
Lake_Hubbard_2	5	NG	0.0
J_K_Spruce_1	3	Coal-Sub	0.0
Leon_Creek_Peaking_4	4	NG	454.848
Rio_Nogales_1	3	NG	6319.30495
V_H_Braunig_2	7	NG	2122.9396189250256
Stryker_Creek_2	8	NG	0.0
Sand_Hill_Energy_Center_GT_3	8	NG	464.736
Panda_Temple_1	1	NG	0.0
Fayette_Power_Project_1	11	Coal-Sub	0.0
C_R_Wing_Cogen_Plant	5	NG	0.0
Wolf_Hollow_Power_Proj_1	1	NG	0.0
Johnson_County	12	NG	0.0
BP_Chemicals_Green_Lake_Plant	1	NG	92.0
Panda_Temple_II_STG	10	NG	0.0
Texas_City_1	10	NG	6641.253290000001
B_M_Davis_3	12	NG	0.0
Monticello_U1	1	Coal-Sub	0.0
Morgan_Creek_4	7	NG	0.0
Monticello_U3	9	Coal-Sub	0.0
Channel_Energy_Center	6	NG	6335.711356000001
DeCordova_1	12	NG	0.0
Sand_Hill_Energy_Center_5a	5	NG	0.0
South_Texas_U2	4	Uranium	13594.91
Odessa_Ector_Generating_Station_1	11	NG	0.0
South_Texas_U1	3	Uranium	13505.572
Winchester_Power_Park_3	1	NG	0.0
Quail_Run_Energy_1	3	NG	0.0
Powerlane_Plant_1	11	NG	0.0
Pearsall_IC_Engine_Plant_B	7	NG	495.33099
T_H_Wharton_GT_55	3	NG	0.0
Bosque_County_CC_2	2	NG	0.0
W_A_Parish_6	10	Coal-Sub	0.0
Green_Power_2	3	NG	0.0
DeCordova_2	4	NG	0.0
Sim_Gideon_3	4	NG	0.0
R_W_Miller_4	4	NG	0.0
Ector_County_Energy	3	NG	0.0
W_A_Parish_Petra_Nova	12	NG	0.0
Tenaska_Gateway_Station	9	NG	0.0
Brazos_Valley_1	4	NG	0.0
Green_Power_2	7	NG	0.0
Rio_Nogales_1	2	NG	6319.30495
Greenville_Powerlane_IC2	6	NG	0.0
Pearsall_1	10	NG	275.5
Panda_Temple_1	6	NG	0.0
Sand_Hill_Energy_Center_GT_1	6	NG	464.736
R_W_Miller_1	4	NG	0.0
V_H_Braunig_2	8	NG	2363.825
Lost_Pines_1	2	NG	4039.51152
Dansby_1	12	NG	0.0
Bayou_Cogen_Plant	9	NG	0.0
R_W_Miller_1	8	NG	0.0
Leon_Creek_Peaking_2	3	NG	0.0
Wichita_Falls_Cogeneration_Plant	1	NG	0.0
Morgan_Creek_3	10	NG	0.0
Permian_Basin_2	6	NG	0.0
San_Antonio_Area_LFG	5	Biogas	262.64000000000004
San_Antonio_Area_LFG	10	Biogas	262.64000000000004
Channel_Energy_Center	5	NG	902.4768948111872
Odessa_Ector_Generating_Station_1	8	NG	0.0
Victoria_Power_Station	1	NG	2520.5913
T_H_Wharton_GT_51	10	NG	0.0
Decker_Creek_G1	1	NG	0.0
Monticello_U3	10	Coal-Sub	0.0
Magic_Valley_Station	10	NG	4909.8852
Houston_Chemical_Complex_Battleground	5	NG	0.0
Bosque_County_CC_2	3	NG	0.0
Sweeny_Cogen_Facility	9	NG	3876.2999999999997
Ray_Olinger_4	6	NG	0.0
DeCordova_2	7	NG	0.0
Baytown_Energy_Center	12	NG	6295.827337093707
Bastrop_Energy_Center_1	10	NG	0.0
J_T_Deely_1	9	Coal-Sub	0.0
Powerlane_Plant_3	10	NG	0.0
W_A_Parish_1	8	NG	0.0
Gibbons_Creek_1	10	Coal-Sub	0.0
Greenville_Powerlane_IC2	7	NG	0.0
Spencer_5	5	NG	0.0
Mountain_Creek_7	3	NG	0.0
Sand_Hill_Energy_Center_GT_1	5	NG	464.736
V_H_Braunig_6	8	NG	474.91200000000003
Lost_Pines_1	3	NG	0.0
Winchester_Power_Park_2	12	NG	0.0
Lake_Hubbard_2	9	NG	0.0
R_W_Miller_1	9	NG	0.0
T_H_Wharton_GT_56	8	NG	0.0
Greenville_Powerlane_IC1	1	NG	0.0
Permian_Basin_5	4	NG	0.0
Sand_Hill_Energy_Center_GT_4	11	NG	464.736
Greens_Bayou_5	4	NG	0.0
Ingleside_Cogeneration	7	NG	3827.2
Lake_Hubbard_1	3	NG	0.0
O_W_Sommers_1	5	NG	5064.15
Tenaska_Kiamichi_Station_2	10	NG	0.0
R_W_Miller_2	3	NG	0.0
Cedar_Bayou_4	10	NG	3548.6236799999997
T_H_Wharton_GT_51	8	NG	0.0
Sand_Hill_Energy_Center_GT_6	3	NG	0.0
Morgan_Creek_5	11	NG	0.0
Channelview_Cogen_Plant	12	NG	5694.26655
Martin_Lake_2	1	Coal-Lig	0.0
Greens_Bayou_5	1	NG	4993.660000000001
Pearsall_IC_Engine_Plant_A	5	NG	495.07546
Channel_Energy_Center	10	NG	0.0
Leon_Creek_Peaking_3	10	NG	454.848
Sam_Rayburn_GT_2	6	NG	0.0
Victoria_Power_Station	12	NG	2520.5913
Baytown_Energy_Center	1	NG	7429.098924
Decker_Creek_G4	12	NG	0.0
Magic_Valley_Station	5	NG	4909.8852
Fayette_Power_Project_3	3	Coal-Sub	0.0
Sam_Rayburn_10	3	NG	1442.2045
Permian_Basin_2	8	NG	0.0
Decker_Creek_G2	6	NG	0.0
Monticello_U2	11	Coal-Lig	0.0
Hidalgo_1	9	NG	3282.6234
Ray_Olinger_3	1	NG	0.0
J_T_Deely_2	1	Coal-Sub	0.0
Twin_Oaks_2	10	Coal-Lig	0.0
Martin_Lake_1	9	Coal-Lig	0.0
Handley_5	12	NG	0.0
Hidalgo_1	5	NG	3282.6234
Stryker_Creek_2	3	NG	0.0
Greenville_Powerlane_IC3	6	NG	0.0
Cedar_Bayou_4	11	NG	3548.6236799999997
Permian_Basin_4	7	NG	0.0
C_R_Wing_Cogen_Plant	8	NG	0.0
Sand_Hill_Energy_Center_GT_2	2	NG	464.736
Pearsall_IC_Engine_Plant_A	6	NG	495.07546
T_H_Wharton_GT_52	5	NG	0.0
Equistar_Corpus_Christi	9	NG	102.0
Big_Brown_2	6	Coal-Sub	0.0
Texas_City_1	1	NG	1700.455331488929
Forney_Energy_Center_1	5	NG	0.0
Freeport_Energy_Center	6	NG	508.28096999999997
Magic_Valley_Station	6	NG	4909.8852
O_W_Sommers_2	2	NG	4295.5372
Gibbons_Creek_1	8	Coal-Sub	0.0
Sand_Hill_Energy_Center_5a	2	NG	0.0
T_H_Wharton_GT_54	5	NG	0.0
Winchester_Power_Park_3	6	NG	0.0
Sam_Rayburn_GT_1	1	NG	0.0
Corpus_Christi_Energy_Center	5	NG	3344.80491
Pearsall_IC_Engine_Plant_B	10	NG	495.33099
T_H_Wharton_GT_55	6	NG	0.0
Sam_Rayburn_GT_2	9	NG	0.0
Ray_Olinger_3	2	NG	0.0
Arthur_Von_Rosenberg_1	9	NG	3671.8088999999995
Freeport_Energy_Center	1	NG	508.28096999999997
Hidalgo_1	4	NG	3282.6234
Ector_County_Energy	8	NG	0.0
Dansby_2	1	NG	0.0
Powerlane_Plant_1	6	NG	0.0
Green_Power_2	10	NG	0.0
W_A_Parish_2	12	NG	1945.77812
Nacogdoches_Power	6	Biomass	0.0
Tenaska_Frontier_Station	10	NG	6430.3096000000005
Permian_Basin_4	4	NG	0.0
Graham_2	3	NG	0.0
Greens_Bayou_5	7	NG	4993.660000000001
Mountain_Creek_6	7	NG	0.0
Coleto_Creek	4	Coal-Sub	0.0
Gibbons_Creek_1	4	Coal-Sub	0.0
Greens_Bayou_74	12	NG	0.0
ExTex_La_Porte_Power_Station_AirPro_2	9	NG	0.0
Pearsall_1	1	NG	275.5
Forney_Energy_Center_1	6	NG	0.0
Freeport_Energy_Center	7	NG	508.28096999999997
Handley_4	1	NG	0.0
DeCordova_4	8	NG	0.0
W_A_Parish_T1	8	NG	0.0
O_W_Sommers_2	3	NG	4295.5372
DeCordova_1	10	NG	0.0
Sam_Rayburn_10	11	NG	0.0
San_Miguel_1	6	Coal-Lig	0.0
Pearsall_IC_Engine_Plant_A	9	NG	0.0
ExTex_La_Porte_Power_Station_AirPro_1	3	NG	0.0
Permian_Basin_1	8	NG	0.0
B_M_Davis_1	4	NG	0.0
Ingleside_Cogeneration	11	NG	3827.2
Martin_Lake_1	2	Coal-Lig	0.0
Sam_Rayburn_GT_2	10	NG	0.0
DeCordova_2	2	NG	0.0
Arthur_Von_Rosenberg_1	10	NG	3671.8088999999995
Deer_Park_Energy_Center_1	9	NG	6961.78944
Ector_County_Energy	9	NG	0.0
Nueces_Bay_8	11	NG	5209.938149999999
Equistar_Corpus_Christi	7	NG	102.0
V_H_Braunig_2	1	NG	2363.825
Mountain_Creek_7	5	NG	0.0
Morgan_Creek_1	7	NG	0.0
Austin_Area_LFG	12	Biogas	62.720000000000006
Greenville_Powerlane_IC2	12	NG	0.0
T_H_Wharton_GT_51	11	NG	0.0
Comanche_Peak_U1	12	Uranium	12653.705
San_Antonio_Area_LFG	2	Biogas	262.64000000000004
Greens_Bayou_83	3	NG	0.0
Sandy_Creek_1	5	Coal-Sub	0.0
Lost_Pines_1	12	NG	0.0
Winchester_Power_Park_2	7	NG	0.0
Sam_Rayburn_10	2	NG	0.0
Bayou_Cogen_Plant	3	NG	0.0
V_H_Braunig_6	2	NG	0.0
T_H_Wharton_GT_56	5	NG	0.0
Guadalupe_Generating_Station_1	4	NG	7329.2338
Permian_Basin_5	11	NG	0.0
Decker_Creek_1	12	NG	3278.00025
Ray_Olinger_2	3	NG	0.0
Mountain_Creek_8	6	NG	0.0
Jack_County_Generation_Facility_1	1	NG	0.0
Laredo_Peaking_4	9	NG	906.0455999999999
W_A_Parish_T1	9	NG	0.0
South_Texas_U2	10	Uranium	13594.91
Sand_Hill_Energy_Center_GT_3	11	NG	464.736
Dansby_3	4	NG	0.0
T_H_Wharton_G_1	10	NG	0.0
ExTex_La_Porte_Power_Station_AirPro_1	2	NG	0.0
Winchester_Power_Park_1	9	NG	0.0
Big_Brown_1	5	Coal-Lig	0.0
Pearsall_3	4	NG	142.87589500000206
Permian_Basin_2	10	NG	0.0
T_H_Wharton_G_1	6	NG	0.0
Stryker_Creek_1	5	NG	0.0
Morgan_Creek_4	12	NG	0.0
DeCordova_1	5	NG	0.0
R_W_Miller_5	2	NG	0.0
Pearsall_IC_Engine_Plant_D	3	NG	495.25812600000006
Freestone_Energy_Center_1	7	NG	0.0
Martin_Lake_3	4	Coal-Sub	0.0
ExTex_La_Porte_Power_Station_AirPro_4	10	NG	0.0
Pearsall_IC_Engine_Plant_A	8	NG	495.07546
Winchester_Power_Park_2	6	NG	0.0
Fayette_Power_Project_3	6	Coal-Sub	0.0
Lamar_Power_Project_1	7	NG	0.0
Victoria_Texas_Plant	3	NG	0.0
W_A_Parish_3	2	NG	2971.7661
T_H_Wharton_GT_56	2	NG	0.0
ExTex_La_Porte_Power_Station_AirPro_4	12	NG	0.0
Hays_Energy_Facility_1	11	NG	6835.74696
Cedar_Bayou_1	8	NG	0.0
Handley_5	9	NG	0.0
Sim_Gideon_2	11	NG	1458.1647
Spencer_4	3	NG	0.0
Greens_Bayou_82	12	NG	0.0
Panda_Sherman	3	NG	0.0
R_W_Miller_3	3	NG	0.0
Wise_County_Power_LP	6	NG	0.0
Cedar_Bayou_2	3	NG	0.0
Greenville_Powerlane_IC3	9	NG	0.0
Decker_Creek_2	1	NG	4504.5966
Optim_Energy_Altura_Cogen	9	NG	5641.714764
Silas_Ray_9	3	NG	584.3499999999999
T_H_Wharton_G_1	7	NG	0.0
R_W_Miller_5	7	NG	0.0
Coleto_Creek	5	Coal-Sub	0.0
Victoria_Power_Station	6	NG	2520.5913
Magic_Valley_Station	3	NG	4909.8852
Lufkin_Biomass	6	Biomass	0.0
ExTex_La_Porte_Power_Station_AirPro_4	11	NG	0.0
Midlothian_2	12	NG	0.0
R_W_Miller_4	1	NG	0.0
Bastrop_Energy_Center_1	5	NG	4299.30059
Morgan_Creek_2	9	NG	0.0
Fayette_Power_Project_1	5	Coal-Sub	0.0
Mountain_Creek_7	9	NG	0.0
Mountain_Creek_6	6	NG	0.0
Guadalupe_Generating_Station_1	7	NG	7329.2338
V_H_Braunig_8	1	NG	291.56114112001126
Sandy_Creek_1	6	Coal-Sub	0.0
Panda_Temple_II_CTG2	11	NG	0.0
Mountain_Creek_6	3	NG	0.0
W_A_Parish_2	9	NG	1945.77812
T_H_Wharton_GT_55	11	NG	0.0
Greenville_Powerlane_IC3	8	NG	0.0
Permian_Basin_4	1	NG	0.0
Graham_2	2	NG	0.0
Sand_Hill_Energy_Center_GT_2	12	NG	464.736
Winchester_Power_Park_1	5	NG	0.0
W_A_Parish_4	5	NG	5897.227440000001
Sandow_U4	8	Coal-Lig	0.0
T_H_Wharton_GT_54	12	NG	0.0
Spencer_4	2	NG	0.0
Forney_Energy_Center_1	11	NG	0.0
Oklaunion_1	12	Coal-Sub	0.0
Panda_Temple_II_STG	8	NG	0.0
Panda_Temple_II_STG	5	NG	0.0
W_A_Parish_4	1	NG	0.0
O_W_Sommers_2	12	NG	4295.5372
R_W_Miller_5	10	NG	0.0
Arthur_Von_Rosenberg_1	11	NG	3671.8088999999995
V_H_Braunig_1	8	NG	2361.8408
Leon_Creek_Peaking_1	5	NG	0.0
Permian_Basin_1	7	NG	0.0
T_H_Wharton_GT_54	11	NG	0.0
Morgan_Creek_2	10	NG	0.0
Winchester_Power_Park_4	6	NG	0.0
Monticello_U2	9	Coal-Lig	0.0
Baytown_Energy_Center	10	NG	7429.098924
Lufkin_Biomass	9	Biomass	0.0
V_H_Braunig_8	6	NG	465.01800000000003
Greens_Bayou_82	4	NG	0.0
R_W_Miller_3	4	NG	0.0
Leon_Creek_Peaking_4	11	NG	454.848
San_Jacinto_SES_CTG_1	11	NG	0.0
Morgan_Creek_1	2	NG	0.0
Cedar_Bayou_2	11	NG	7692.979
Trinidad_6	2	NG	0.0
Gregory_Power_Facility	12	NG	2821.19376
Bryan_Atkins_7	8	NG	0.0
T_H_Wharton_4	11	NG	0.0
ExxonMobil_Baytown_Refinery	5	NG	62.140891
Dansby_1	4	NG	0.0
Limestone_1	1	Coal-Sub	0.0
Coleto_Creek	8	Coal-Sub	0.0
Decker_Creek_G3	9	NG	0.0
Mountain_Creek_6	12	NG	0.0
Mountain_Creek_8	9	NG	0.0
Fayette_Power_Project_2	12	Coal-Sub	0.0
Austin_Area_LFG	11	Biogas	62.720000000000006
Panda_Temple_II_STG	11	NG	0.0
Austin_Area_LFG	8	Biogas	62.720000000000006
V_H_Braunig_3	6	NG	4794.7076799999995
Pearsall_IC_Engine_Plant_D	2	NG	495.25812600000006
Pasadena_Cogeneration	3	NG	5617.3403
R_W_Miller_5	11	NG	0.0
W_A_Parish_7	3	Coal-Sub	0.0
Stryker_Creek_1	2	NG	0.0
Permian_Basin_1	6	NG	0.0
Pearsall_3	1	NG	0.0
T_H_Wharton_GT_52	2	NG	0.0
Fayette_Power_Project_3	8	Coal-Sub	0.0
Colorado_Bend_Energy_Center_1	2	NG	1727.84645
Greens_Bayou_73	11	NG	0.0
W_A_Parish_T1	4	NG	0.0
Lamar_Power_Project_1	9	NG	0.0
R_W_Miller_3	5	NG	0.0
Nueces_Bay_8	1	NG	0.0
South_Texas_U2	6	Uranium	13594.91
Panda_Temple_II_CTG1	7	NG	0.0
T_H_Wharton_GT_54	6	NG	0.0
Freestone_Energy_Center_1	10	NG	0.0
Greens_Bayou_82	11	NG	0.0
Trinidad_6	3	NG	0.0
Morgan_Creek_2	5	NG	0.0
Nueces_Bay_8	9	NG	5209.938149999999
T_H_Wharton_4	10	NG	0.0
ExxonMobil_Baytown_Refinery	2	NG	0.0
Wichita_Falls_Cogeneration_Plant	2	NG	0.0
Victoria_Texas_Plant	6	NG	80.10000000000001
W_A_Parish_3	9	NG	0.0
Morgan_Creek_3	11	NG	0.0
Hays_Energy_Facility_1	12	NG	6835.74696
Decker_Creek_G3	8	NG	0.0
Powerlane_Plant_2	1	NG	0.0
Spencer_4	4	NG	0.0
Pearsall_IC_Engine_Plant_C	1	NG	495.587026
Ray_Olinger_1	3	NG	0.0
Panda_Sherman	8	NG	0.0
Winchester_Power_Park_2	11	NG	0.0
Decker_Creek_G1	2	NG	0.0
Brazos_Valley_1	5	NG	4709.61456
Tenaska_Kiamichi_Station_1	7	NG	0.0
Pearsall_3	2	NG	290.0
ExTex_La_Porte_Power_Station_AirPro_2	2	NG	0.0
W_A_Parish_7	2	Coal-Sub	0.0
Oak_Grove_SES_Unit_1	10	Coal-Lig	0.0
Panda_Temple_II_STG	4	NG	0.0
Oklaunion_1	1	Coal-Sub	0.0
South_Texas_U2	7	Uranium	13594.91
Greens_Bayou_73	6	NG	0.0
V_H_Braunig_1	4	NG	0.0
Freestone_Energy_Center_1	9	NG	0.0
South_Texas_U2	8	Uranium	13594.91
Twin_Oaks_2	11	Coal-Lig	0.0
Greens_Bayou_74	4	NG	0.0
Morgan_Creek_6	12	NG	0.0
R_W_Miller_4	10	NG	0.0
Johnson_County	9	NG	0.0
Lamar_Power_Project_1	1	NG	0.0
R_W_Miller_3	8	NG	0.0
Nacogdoches_Power	2	Biomass	0.0
Colorado_Bend_Energy_Center_2	9	NG	1727.0855000000001
Guadalupe_Generating_Station_1	12	NG	0.0
Tenaska_Kiamichi_Station_2	11	NG	0.0
Morgan_Creek_3	9	NG	0.0
Greens_Bayou_83	4	NG	0.0
Pearsall_IC_Engine_Plant_D	10	NG	495.25812600000006
Panda_Temple_II_CTG2	4	NG	0.0
Brazos_Valley_1	6	NG	4709.61456
W_A_Parish_4	2	NG	5897.227440000001
Morgan_Creek_2	4	NG	0.0
W_A_Parish_8	8	Coal-Sub	0.0
Graham_2	5	NG	0.0
DeCordova_3	5	NG	0.0
Ferguson_Replacement	1	NG	3594.09
Texas_Gulf_Sulphur_(New_Gulf)	10	NG	0.0
Ray_Olinger_2	10	NG	0.0
Laredo_Peaking_4	6	NG	0.0
Midlothian_2	1	NG	0.0
V_H_Braunig_7	5	NG	474.91200000000003
W_A_Parish_Petra_Nova	9	NG	738.7420000000001
Cedar_Bayou_2	8	NG	7692.979
Decker_Creek_G4	3	NG	0.0
Ray_Olinger_1	2	NG	0.0
Spencer_5	1	NG	0.0
Laredo_Peaking_5	10	NG	877.8888
Jack_County_Generation_Facility_1	11	NG	0.0
Leon_Creek_Peaking_4	7	NG	454.848
R_W_Miller_5	6	NG	0.0
J_T_Deely_2	2	Coal-Sub	0.0
Frontera_1	3	NG	0.0
Leon_Creek_Peaking_1	8	NG	0.0
Johnson_County	10	NG	0.0
Pearsall_2	3	NG	319.0
Handley_4	9	NG	0.0
Tenaska_Kiamichi_Station_1	8	NG	0.0
Martin_Lake_2	4	Coal-Lig	0.0
Big_Brown_1	7	Coal-Lig	0.0
Coleto_Creek	6	Coal-Sub	0.0
Panda_Temple_II_CTG2	5	NG	0.0
Big_Brown_2	4	Coal-Sub	0.0
Oak_Grove_SES_Unit_1	7	Coal-Lig	0.0
Ennis_Power_Station_1	2	NG	0.0
Wolf_Hollow_Power_Proj_1	5	NG	0.0
BP_Chemicals_Green_Lake_Plant	5	NG	92.0
Guadalupe_Generating_Station_1	5	NG	0.0
Tenaska_Kiamichi_Station_1	4	NG	0.0
Gibbons_Creek_1	7	Coal-Sub	0.0
W_A_Parish_4	3	NG	5897.227440000001
DeCordova_1	4	NG	0.0
W_A_Parish_Petra_Nova	10	NG	738.7420000000001
Brazos_Valley_1	9	NG	4709.61456
Sim_Gideon_1	10	NG	1424.943
Ray_Olinger_4	11	NG	0.0
Jack_County_Generation_Facility_1	12	NG	0.0
Winchester_Power_Park_3	5	NG	0.0
