load_zone	timestamp	ZoneTotalCentralDispatch	ZoneTotalDistributedDispatch	zone_demand_mw
West	2017100100	1371.48	0	1371.48
West	2017100101	1340.68	0	1340.68
West	2017100102	1289.63	0	1289.63
West	2017100103	1253.36	0	1253.36
West	2017100104	1231.14	0	1231.14
West	2017100105	1233.46	0	1233.46
West	2017100106	1260.65	0	1260.65
West	2017100107	1284.75	0	1284.75
West	2017100108	1325.34	0	1325.34
West	2017100109	1381.91	0	1381.91
West	2017100110	1423.87	0	1423.87
West	2017100111	1470.51	0	1470.51
West	2017100112	1513.8	0	1513.8
West	2017100113	1549.92	0	1549.92
West	2017100114	1579.12	0	1579.12
West	2017100115	1604.55	0	1604.55
West	2017100116	1620.67	0	1620.67
West	2017100117	1649.37	0	1649.37
West	2017100118	1752.63	0	1752.63
West	2017100119	1735.82	0	1735.82
West	2017100120	1687.79	0	1687.79
West	2017100121	1628.46	0	1628.46
West	2017100122	1542.91	0	1542.91
West	2017100123	1444.2	0	1444.2
West	2017100200	1349.76	0	1349.76
West	2017100201	1290.65	0	1290.65
West	2017100202	1252.46	0	1252.46
West	2017100203	1241.18	0	1241.18
West	2017100204	1249.78	0	1249.78
West	2017100205	1288.45	0	1288.45
West	2017100206	1357.32	0	1357.32
West	2017100207	1400.23	0	1400.23
West	2017100208	1458.42	0	1458.42
West	2017100209	1547.51	0	1547.51
West	2017100210	1636.1	0	1636.1
West	2017100211	1703.46	0	1703.46
West	2017100212	1743.82	0	1743.82
West	2017100213	1782.3	0	1782.3
West	2017100214	1814.99	0	1814.99
West	2017100215	1833.56	0	1833.56
West	2017100216	1834.58	0	1834.58
West	2017100217	1825.7	0	1825.7
West	2017100218	1896.85	0	1896.85
West	2017100219	1862.01	0	1862.01
West	2017100220	1795.12	0	1795.12
West	2017100221	1702.73	0	1702.73
West	2017100222	1580.89	0	1580.89
West	2017100223	1441.56	0	1441.56
West	2017100300	1334.46	0	1334.46
West	2017100301	1271.78	0	1271.78
West	2017100302	1246.88	0	1246.88
West	2017100303	1251.97	0	1251.97
West	2017100304	1287.02	0	1287.02
West	2017100305	1406.57	0	1406.57
West	2017100306	1605.72	0	1605.72
West	2017100307	1698.58	0	1698.58
West	2017100308	1689.69	0	1689.69
West	2017100309	1669.18	0	1669.18
West	2017100310	1669.39	0	1669.39
West	2017100311	1674.73	0	1674.73
West	2017100312	1696.63	0	1696.63
West	2017100313	1739.79	0	1739.79
West	2017100314	1768.58	0	1768.58
West	2017100315	1786.17	0	1786.17
West	2017100316	1785.03	0	1785.03
West	2017100317	1779.55	0	1779.55
West	2017100318	1879.99	0	1879.99
West	2017100319	1854.44	0	1854.44
West	2017100320	1805.44	0	1805.44
West	2017100321	1724.96	0	1724.96
West	2017100322	1614.68	0	1614.68
West	2017100323	1492.72	0	1492.72
West	2017100400	1402.37	0	1402.37
West	2017100401	1372.31	0	1372.31
West	2017100402	1357.32	0	1357.32
West	2017100403	1380.94	0	1380.94
West	2017100404	1456.34	0	1456.34
West	2017100405	1611.28	0	1611.28
West	2017100406	1864.64	0	1864.64
West	2017100407	1966.92	0	1966.92
West	2017100408	1964.22	0	1964.22
West	2017100409	1973.38	0	1973.38
West	2017100410	1960.69	0	1960.69
West	2017100411	1950.85	0	1950.85
West	2017100412	1916.97	0	1916.97
West	2017100413	1877.74	0	1877.74
West	2017100414	1824.24	0	1824.24
West	2017100415	1803.87	0	1803.87
West	2017100416	1830.96	0	1830.96
West	2017100417	1948.19	0	1948.19
West	2017100418	2102.97	0	2102.97
West	2017100419	2119.63	0	2119.63
West	2017100420	2103.69	0	2103.69
West	2017100421	2034.19	0	2034.19
West	2017100422	1907.45	0	1907.45
West	2017100423	1764.22	0	1764.22
West	2017100500	1671.69	0	1671.69
West	2017100501	1604.22	0	1604.22
West	2017100502	1563.21	0	1563.21
West	2017100503	1549.14	0	1549.14
West	2017100504	1571.91	0	1571.91
West	2017100505	1691.51	0	1691.51
West	2017100506	1883.34	0	1883.34
West	2017100507	1927.1	0	1927.1
West	2017100508	1859.43	0	1859.43
West	2017100509	1828.51	0	1828.51
West	2017100510	1793.65	0	1793.65
West	2017100511	1747.27	0	1747.27
West	2017100512	1712.79	0	1712.79
West	2017100513	1695.4	0	1695.4
West	2017100514	1684.08	0	1684.08
West	2017100515	1690.55	0	1690.55
West	2017100516	1726.55	0	1726.55
West	2017100517	1821.81	0	1821.81
West	2017100518	1976.46	0	1976.46
West	2017100519	2023.13	0	2023.13
West	2017100520	2046.55	0	2046.55
West	2017100521	2029.95	0	2029.95
West	2017100522	1954.85	0	1954.85
West	2017100523	1866.31	0	1866.31
